Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,PPi,Cpu brand,HDD,SSD,Gpu brand,Os
Lenovo,Notebook,8,8.0,50562.72,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,8.0,48538.08,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,4.0,18115.2,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,8.0,32979.7872,0,0,100.45466986113651,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,8.0,85194.72,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,15930.72,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,4.0,14119.2,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,8.0,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,8.0,65214.72,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,4.0,32660.64,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,8.0,70489.44,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,8.0,61218.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,8.0,47898.72,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,4.0,34045.92,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,8.0,44542.08,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,16.0,64961.10719999999,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,16.0,74589.336,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Asus,Netbook,2,2.0,13053.6,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,4.0,27783.9216,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,24.0,158135.04,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,8.0,47365.92,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,16.0,80133.12,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,8.0,74538.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,8.0,74538.72,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,8.0,68184.0144,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,4.0,36709.92,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,8.0,47365.92,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,Others/No OS/Linux
Lenovo,Notebook,8,8.0,71395.2,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,42570.72,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,8.0,24455.52,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,4.0,31168.8,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,8.0,73366.56,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,16.0,160520.3856,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,8.0,45820.8,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,8.0,69210.72,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,4.0,19660.32,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,8.0,87858.72,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,8.0,72940.31999999999,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,8.0,42486.0048,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,4.0,21258.1872,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,12.0,95850.72,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,8.0,45767.52,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,8.0,74538.72,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,4.0,39207.1536,0,0,157.3505121487356,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,8.0,61005.6,0,1,276.053530085501,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,8.0,42517.44,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Asus,Notebook,4,4.0,18594.72,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,4.0,37589.04,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,4.0,41824.8,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,4.0,24634.008,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,4,4.0,21152.16,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,8.0,92121.12,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,4.0,26586.72,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,8.0,59513.2272,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,16.0,143802.72,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,8.0,28992.312,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,8.0,68198.4,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,4.0,11934.72,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Mediacom,Notebook,4,4.0,13586.4,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,6.0,50562.72,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,6.0,30310.992,0,1,141.21199808219862,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,4.0,32921.712,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,4.0,18594.72,1,1,189.90579052433606,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,4.0,33566.4,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,16.0,104695.2,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,8.0,159786.72,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,8.0,44701.92,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,8.0,85194.72,1,1,331.2642361026012,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,4.0,51095.52,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,8.0,39373.92,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,4.0,18328.32,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,4.0,52747.2,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,8.0,99153.5472,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,8.0,20725.92,0,0,111.93520355955211,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,6.0,34578.72,0,1,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,8.0,44222.4,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,36496.8,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,4.0,13266.72,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,16.0,99367.2,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,32.0,141884.63999999998,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,16.0,145401.12,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,8.0,39907.2528,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
Mediacom,Notebook,4,4.0,20725.92,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,8.0,53733.94559999999,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,4.0,38308.32,0,0,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,16.0,81912.13919999999,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,4.0,15717.6,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
MSI,Gaming,16,16.0,125154.72,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,16.0,79813.44,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,12.0,89137.44,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,12.0,32447.52,1,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,8.0,94305.6,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,8.0,39373.92,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,12.0,50562.72,0,0,141.21199808219862,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,4.0,32127.84,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,16.0,90522.72,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,4.0,28185.12,0,0,127.33567457123111,Intel Core i3,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,8.0,24455.52,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,8.0,107892.0,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,8.0,78534.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,8.0,88977.59999999999,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,8.0,93932.64,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,8.0,64948.32,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,4.0,35616.6144,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,4.0,17529.12,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,16.0,117162.72,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,4.0,24775.2,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux
MSI,Gaming,16,16.0,122490.72,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,8.0,74538.72,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,6.0,30049.92,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,8.0,69210.72,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,4.0,18594.72,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,32.0,261018.72,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,16.0,46833.6528,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,4.0,23650.992,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,4.0,19127.52,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,4.0,46300.32,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
Asus,Gaming,8,8.0,62231.04,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,4.0,30316.32,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Others/No OS/Linux
HP,Ultrabook,8,8.0,74005.92,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,16.0,120831.5808,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,4.0,20193.12,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,8.0,59886.72,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,8.0,78055.2,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,4.0,41345.28,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,8.0,42570.72,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,4.0,49656.96,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,8.0,47898.72,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,2.0,12733.92,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,4.0,24935.04,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,6,6.0,34046.4528,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,8.0,96969.6,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,16.0,101232.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,16.0,78801.12,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,4.0,44169.12,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,30849.12,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,8.0,21258.72,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,8.0,48304.7136,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,8.0,99580.32,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,2.0,13266.72,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,8.0,93635.3376,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,16.0,127818.72,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,8.0,59087.52,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,8.0,27753.552,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,16.0,130536.0,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,8.0,62284.32,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,4,4.0,23976.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,4.0,14598.72,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,8.0,48964.32,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,16.0,138474.72,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,8.0,64628.64,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,8.0,84395.52,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,32.0,149130.72,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,8.0,37775.52,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,8.0,77250.672,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,8.0,63499.10399999999,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,4.0,19441.872,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,8.0,56689.92,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,8.0,48964.32,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,16.0,60472.8,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,8.0,63722.88,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,32.0,167691.8736,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,8.0,65481.12,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,22324.32,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,4.0,28504.8,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,6.0,28717.92,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,8.0,79215.1056,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,4.0,26533.44,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,8.0,50882.4,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,8.0,39693.6,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,8.0,67026.23999999999,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,4.0,21951.36,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Others/No OS/Linux
Microsoft,Ultrabook,8,8.0,99519.048,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,8.0,43580.376,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,8.0,55091.52,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,18594.72,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,4.0,37242.72,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,16.0,68944.31999999999,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,8.0,60472.8,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,8.0,26373.6,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
LG,Ultrabook,8,8.0,122490.72,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,16.0,69210.72,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,8.0,53168.112,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,4.0,22324.32,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,16.0,109277.28,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,4.0,37242.72,0,1,127.33567457123111,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,8.0,79866.72,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,16.0,149916.6,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,4.0,32639.8608,0,0,100.45466986113651,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,4.0,29073.297599999994,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,6.0,30316.32,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,4.0,16943.04,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,4.0,19980.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,4.0,37242.72,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,8.0,101657.7072,0,0,127.33567457123111,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,8.0,137995.19999999998,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,8.0,51841.44,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,4.0,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,16.0,93186.72,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,4.0,35644.32,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Ultrabook,16,16.0,100006.56,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,4.0,36709.92,0,1,141.21199808219862,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,8.0,43636.32,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,4.0,21258.72,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,8.0,22857.12,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,4.0,33110.856,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,4.0,23976.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux
Dell,Notebook,8,8.0,42357.6,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,8.0,53226.72,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,16.0,98834.4,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,8.0,63456.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,6.0,34898.932799999995,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,8.0,66546.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,8.0,58021.92,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
Dell,Notebook,8,8.0,38681.28,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Asus,Notebook,4,4.0,15877.44,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,16.0,76012.44480000001,0,0,141.21199808219862,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,8.0,45664.6896,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,8.0,62817.12,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,15877.44,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,4.0,14119.2,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,8.0,63936.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,8.0,89864.1792,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,8.0,44574.048,1,1,117.82653006268643,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,8.0,79866.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,32.0,194972.832,0,0,254.67134914246222,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,8.0,71847.0144,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,4.0,26101.872,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,8.0,38308.32,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,4.0,34578.72,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,8.0,31409.6256,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Others/No OS/Linux
HP,Notebook,4,4.0,26053.92,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,16.0,103096.8,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,12.0,34578.72,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,6.0,34632.0,0,0,141.21199808219862,AMD Processor,1000,128,AMD,Windows
Acer,Notebook,4,4.0,29783.52,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,8.0,51148.8,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,16.0,128884.32,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,8.0,35111.52,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,16.0,111593.8944,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,4.0,21887.424,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,8.0,64308.96,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,8.0,35431.2,0,0,100.45466986113651,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,8.0,81784.8,1,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,8.0,53226.72,1,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,16.0,175770.72,0,1,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,2.0,17582.399999999998,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Samsung,Ultrabook,16,16.0,87858.72,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,8.0,28717.92,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,8.0,60031.1088,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows
